,x,y
14598,"colleague that &quot;helped&quot; by creating his unit's site in iweb was not helpful. trash code, 24 css files for a 4 page site, no optimizing.",noemo
14599,that 'preview' of a trailer for new moon was a joke...14 seconds. still watched it tho. twice. lol figured i missed something! still sick,noemo
14600,i'm completely exhausted thanks to yesterday. can i go home yet?,noemo
14601,ah my tummy hurts damn starbucks sugar/chocolate/caffeine,anger
14602,my sunburn itches ouch,sadness
14603,<user> - welcome to minnesoooooooota. free up some time this trip to catch up! won't be at cliquot club though; they closed,joy
14604,<user> if only we could ever actually be allowed to stay here and do that,sadness
14605,oh no it's storming... gotta get off the computer.,sadness
14606,i`m so tired,noemo
14607,"<user> its like a little adventure, only im kinda worried about her, and i cant take the bus to where she is cos my oyster is broken",joy
14608,<user> i will. tell him i said happy birthday tomorrow too. is you talking about raymond?,noemo
14609,gear troubles all day long!,fear
14610,"<user> hiya, hows your week been?? just tried to dm you but your not following! x",noemo
14611,some d-bag stole <user> bike,noemo
14612,<user> i wish my mouth wud lemme chew all tht.. pause...i def wud love some of that..,fear
14613,im really in the mood to go on a date,love
14614,the tummy monster hates me,fear
14615,game 6...who wants it...u already know who the league wants,noemo
14616,<user> im not bannished... but i am at work till 6,sadness
14617,"wow my grandma passed away....i'm too sick to even think, i know she's in a better place now",fear
14618,"<user> nah i got bare work to do, 3 weeks left and i'm bare behind",noemo
14619,<user> i know i'm changin it again,noemo
14620,<user> agreed! though eclipse apps hinder collecting the heap dump by catching oome. had to muck about in jconsole,anger
14621,"mobile phone check-in? another fail! american's service came close, but crashed at the gate. i'm now 0 for 3.",anger
14622,<user> glad to know you guys got there safe. have a great show tonight! wish i could be there.,noemo
14623,<user> just the mother of all bad days,sadness
14624,misses lance already...,noemo
14625,i think they are working why eyes are drooping its so weird being under drugs i dont like it ... cant wait for tomorrow though,sadness
14626,went to get driver license and car licnse plates renewed. my mechanic that does inspections out of town today.,surprise
14627,"cupcakes, creme brulee, tiramisu~ i want some sugar",love
14628,seriously bored now!!!,sadness
14629,i wish my sister lived near me,surprise
14630,toy story 3 trailer premiered with up. i need my computer back.,noemo
14631,needs a new job either closer to home or worth the drive,fear
14632,<user> tell me about it,sadness
14633,i wonder if there is a life after alzheimer's caring. beyond despair. poverty sux but commerce is futile. there is no description. mommy,fear
14634,<user> shes bad they won't sort her out and is in a lot of pain,sadness
14635,<user> not if you have to be to work at six...,noemo
14636,"oh yeah, this is why i don't like waking up early. around mid-day i get all tired.",sadness
14637,<user> no happy hour for me today,love
14638,hates that my a.c doesn't work! its so hot,anger
14639,<user> omg i want to go to the beach!!!,joy
14640,<user> i won't be at the game. found out too late.,sadness
14641,zach g. gets an extensive profile in this weekend's ny times magazine. the chances of us falling in love are getting fewer and fewer.,love
14642,assembling/ figuring out this new alarm daddy gave me - sooo loud i think i blew out my ear drum,anger
14643,still working,noemo
14644,work is an evil whore. that doesn't let me check my text messages,fear
14645,<user> i forgot the yardsale event! ooh how pity i am,sadness
14646,"<user> -- no fair, i want a sticker but i just moved away from london",sadness
14647,<user> - yipe! i'm sorry to hear that,joy
14648,im so excited about the mtv movie awards!!! even though i won't be there i can't wait to watch them on tv and i hope...,joy
14649,<user> part of an ar-15. actually the only part of one that qualifies as a gun. you have to be 21 to buy them without parts on them.,joy
14650,wish i could go hear mint condition tommorow night,noemo
14651,i wanna make a new vlog update tomorrow. but i have homework to do as well.,noemo
14652,watching ripley's believe it or not while eating=bad choice,noemo
14653,i've got nothing witty to tweet,sadness
14654,have to work today. <url>,sadness
14655,"<user> what on earth happened to wentworth's page?!? i'm devastated, as i'm sure all of his fans are!",fear
14656,greg pritchard was robbed of a place in the final of bgt... cry baby bitch-face got through instead,sadness
14657,oh my god!!! i cried so much!!! watch this guys from bgt <url>,sadness
14658,<user> i saw you in the facebook live chat... but you will have to answer my question the next time !,noemo
14659,"<user> lol, don't rub it in",noemo
14660,got to clean the bathroom today.,sadness
14661,humidity is not my friend! just ask my hair,noemo
14662,<user> ok thanx very much u can send me the answer by private mail if u like but would be sooo cool wish i was in birmingham,sadness
14663,i feel like poop. i hate being sick,anger
14664,<user> theres a holy version of hell? lol...i cant stop. i need for it to be a trending topic! be nice (*whispering #redmango)lol,love
14665,<user> i checked. we didn't win,sadness
14666,"<user> yes, they can, but the selection is arbitrarily and severely limited because of nonstandardized copyright laws.",anger
14667,<user> haha i shaved all my facial hair off except for my moustache cause i thought it would be cool! but it made me look gross,fear
14668,im so not feelinq this huqe ass pimple smack in the middle of my doom. it aint riqht man,anger
14669,just lost my internet signal how will life go on,fear
14670,<user> luvvv it- but one aquestion-why isn't there any full moon crazy tour date for toronto!?!?!?!!??!,sadness
14671,wondering why my boyfriend hasnt called me for a week.. . i think the end is coming for is...,surprise
14672,#iusedtobescaredof the girls in the year above me at school,noemo
14673,i just watched marley &amp; me...i cried so hard!,sadness
14674,"just missed to answer his im again! for the nth time! this is making me sad. whenever he im (which is all the time), i am always out.",sadness
14675,<user> no sky. terrestrial analogue only,sadness
14676,<user> ugh! fuck it. today doesn't look like it's going to work i'm sorry,anger
14677,i'm craving something salty in my mouth! tired of pretzels tho.,sadness
14678,"aww, anyone see hollie steel on bgt tonight? wharra shame",sadness
14679,<url> - - my besties. if only <user> was there.,sadness
14680,"is there a way i can sleep for the next 8 or 9 days? that way when i wake up, she'll have returned &amp; i wouldn't have missed her so much!",sadness
14681,"<user> i believe the address is 300 ottawa ave. nw, grand rapids, mi (calder plaza), wish i could've seen you guys last night or today",fear
14682,gymnastics time. my last night for teaching friday evening classes. new summer schedule starts next week.,noemo
14683,<user> nah i understand you cant cancel i just wanted you to come,sadness
14684,gah! i left my glasses at work and reading is giving me a headache. i can't believe how much i need them these days. old age.,anger
14685,ap: north korea could opt for devastating land assault... <url> (via <user> scary talk to say the least. mm,fear
14686,"<user> hey kellie,how are u?i feel horrible!",fear
14687,annoyed greg diddnt go through i guess well done holly,love
14688,i burnt myself,surprise
14689,<user> i like it and all butttt your not going to have it at the august 7th concert which hurts my feelers,sadness
14690,i am so sick and tired of this on and off rain,sadness
14691,was eating a manderin. but it's all gone now!,noemo
14692,<user> i know. it's not hard to not click reply. sorry to hear about the possible stomach condition sucks to deal with.,joy
14693,<user> im so jealous that im not going to blogher,sadness
14694,ahhhhhhhh!i can't get miley to notice me......,fear
14695,<user> my stay was great! but my mother gave me the cold/flu before i left and i still have a cough...,sadness
14696,<user> if only the weather would cooperate for us to get in the pool right now. it's been too cold all spring,noemo
14697,wishing i was karen from will&amp;grace,noemo
14698,im cleaning listening to fiona apple then off to a birthday party!!!!!! i cant believe that im 25 already,love
14699,<user> actually was planning on working @ w12th but alas meetings kaiboshed that plan,noemo
14700,i dont know what to do on my lame fridaay maybe go out with my besties!!,fear
14701,it's 10.30pm on a friday night and i'm going to bed. how pathetic.,sadness
14702,<user> that's sucky. we'll miss you being on.,sadness
14703,<user> i guess <user> cant request the same song though,noemo
14704,<user> ohhh your soo lucky it is nice out. here it is rainy and humid.,joy
14705,jazzy we should be in vegas w a team,sadness
14706,i had fries and an arizona at 1130 and that's the only thing i ate today. feeeeeed meeeeee,noemo
14707,"to cap things off, the lower part of my back really hurts.",fear
14708,<user> coming up! sowwy!,fear
14709,what an awkward day. it sucked,fear
14710,one of the worst days of my life.,noemo
14711,you know ur dog is getting old when she sits down to eat...poor hilly please don't grow up,noemo
